name,id,tags,planetary,decivRemove,script,desc,icon,order
Puerto Libre,free_market,show_in_codex,,TRUE,com.fs.starfarer.api.impl.campaign.econ.FreeMarket,"La autoridad portuaria local apenas impone restricciones sobre el tipo de mercancías que se comercializan. Los controles de inmigración son igualmente laxos, lo que da lugar a un mayor flujo de personas, aunque a veces de carácter dudoso. Esto puede hacer que otras facciones vean esta colonia con desconfianza.",graphics/icons/markets/free_port.png,141
Inmigración Restringida,closed_immigration,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.ClosedImmigration,"Oficialmente, no se permite la inmigración a $market. En la práctica, esto supone una ralentización significativa de la inmigración en general y crea un margen para que operen ciertos tipos de delincuentes.",graphics/icons/markets/vice_demand.png,142
,,,,,,,,
Planeta Inhabitable,uninhabitable,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldUninhabitable,"$market es un planeta inhóspito cuya superficie no puede sustentar la vida orgánica tal y como la conocemos, y la agricultura es imposible fuera de ecosistemas artificiales cerrados.",graphics/icons/markets/uninhabitable_wide.png,10
Planeta Helado,ice,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldIce,"La temperatura media de $Market está muy por debajo del punto de congelación del agua, por lo que algunos gases atmosféricos terrestres caen en forma de nieve. Es posible recolectar los glaciares formados por elementos ligeros y volátiles.",graphics/icons/markets/ice_world_wide.png,10
Planeta Desierto,desert,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldDesert,$Mercado: planeta desértico. Una biosfera xerófila mantiene una atmósfera en la que se puede respirar con solo una máscara ligera. La agricultura es prácticamente imposible.,graphics/icons/markets/desert_world_wide.png,10
Planeta Árido,arid,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldArid,"$Market está cubierto por vastas llanuras áridas y páramos. El agua es escasa y la agricultura a gran escala resulta difícil.",graphics/icons/markets/arid_world_wide.png,10
Planeta Oceánico,water,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldWater,"El clima de $market es favorable, pero la agricultura se limita en gran medida a la acuicultura, y se requiere una infraestructura altamente especializada para cualquier desarrollo de hábitats e industria.",graphics/icons/markets/water_world_wide.png,10
Planeta Selvático,jungle,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldJungle,"$Market es un planeta selvático húmedo y cálido, cubierto de una vegetación exuberante y formas de vida exóticas, lo que dificulta la agricultura y el mantenimiento de infraestructuras permanentes.",graphics/icons/markets/jungle_world_wide.png,10
Planeta Terrestre,terran,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldTerran,"$Market se asemeja prácticamente a las condiciones de la Vieja Tierra como ningún otro planeta en el Sector, lo que lo convierte en un lugar ideal para la agricultura y la colonización.",graphics/icons/markets/terran_world_wide.png,10
Planeta Estéril-Marginal,barren_marginal,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldBarrenMarginal,"Las condiciones externas en $market, inhóspitas e implacables, son apenas soportables para un ser humano con máscara de oxígeno y equipo de protección, aunque ciertos líquenes modificados genéticamente para la terraformación las encuentran lo suficientemente tolerables.",graphics/icons/markets/barren_desert_wide.png,10
Planeta Crepuscular,twilight,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldTwilight,"En sincronía orbital con su estrella principal, o casi, $market es un planeta terraformado con días tan largos como las estaciones. Las variaciones de temperatura entre el día y la noche son extremas, incluso para la vida terrestre modificada genéticamente. Islas de biomas «civilizados» y templados se mantienen gracias al uso prudente de pantallas solares y espejos.",graphics/icons/markets/twilight_terran_world.png,10
Planeta Tundra,tundra,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldTundra,"La terraformación ha traído vida terrestre a $market, pero el planeta sigue siendo tan frío como en la más profunda de las glaciaciones de la Vieja Tierra. Aunque millones de kilómetros cuadrados están cubiertos de glaciares, también hay regiones de taiga y estepas onduladas donde prevalecen condiciones más cálidas.",graphics/icons/markets/tundra_terran_wide.png,10
Planeta Criovolcánico,cryovolcanic,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.WorldUninhabitable,"Un planeta congelado a niveles extremos, donde nieve de metano cae sobre montañas de agua-hielo y volcanes entran en erupción expulsando amoníaco. La radiación estelar descompone los compuestos volátiles para formar una atmósfera de gases ligeros como el nitrógeno y el oxígeno, mientras que el hidrógeno se escapa al espacio.",graphics/icons/markets/cryo_world_wide.png,10
,,,,,,,,
Población Disidente,dissident,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Dissident,"$Market es un refugio para disidentes, rebeldes, librepensadores, artistas y otros alborotadores. Aumenta la demanda de armas y marines para controlar a la chusma. Aumenta la disponibilidad de tripulación debido a la emigración.",graphics/icons/markets/dissidents.png,139
Cuartel General,headquarters,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Headquarters,"$Market es un centro de mando militar y operaciones logísticas para el régimen gobernante. Aumenta la estabilidad del mercado.

Aumenta la calidad y el número de oficiales en las flotas de $market.",graphics/icons/markets/headquarters.png,360
Complejo Hidropónico,hydroponics_complex,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Hydroponics,"Instalaciones agrícolas con biosfera sellada que permiten cultivar en órbita o en la superficie de planetas inhóspitos. Requieren tripulación para su funcionamiento, un sustrato de cultivo orgánico y maquinaria pesada para su mantenimiento.",graphics/icons/markets/hydroponics.png,120
,,,,,,,,
Población,population_1,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,Aquí solo viven de forma permanente unas pocas decenas de personas.,graphics/icons/markets/population01.png,20
Población,population_2,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,En $marketName solo viven unos cientos de personas.,graphics/icons/markets/population02.png,20
Población,population_3,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,Miles de personas consideran a $marketName su hogar.,graphics/icons/markets/population03.png,20
Población,population_4,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,Decenas de miles de personas viven en $marketName.,graphics/icons/markets/population04.png,20
Población,population_5,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,$MarketName es el hogar de cientos de miles de personas.,graphics/icons/markets/population05.png,20
Población,population_6,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,La población de $marketName se cuenta en millones.,graphics/icons/markets/population06.png,20
Población,population_7,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,$MarketName es un planeta de decenas de millones de habitantes.,graphics/icons/markets/population07.png,20
Población,population_8,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,$MarketName es uno de los pocos planetas del Sector con una población de cientos de millones de habitantes.,graphics/icons/markets/population08.png,20
Población,population_9,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,"$marketName, un preciado refugio para la humanidad en una galaxia peligrosa, es el hogar de miles de millones de almas.",graphics/icons/markets/population09.png,20
Población,population_10,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Population,"$MarketName es un núcleo de población dominante en el Sector, rivalizando a la Vieja Tierra al albergar a decenas de miles de millones de seres humanos.",graphics/icons/markets/population10.png,20
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Escasez de Alimentos,event_food_shortage,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.FoodShortage,"Hay una escasez temporal de alimentos en $market.
- La estabilidad se ha reducido en $stabilityPenalty
- Se necesitan aproximadamente $neededFood unidades de comida para poner fin a la escasez
- Los precios de los alimentos han subido debido a la menor oferta de suministro
- Se obtiene más reputación y experiencia al vender comida",graphics/icons/markets/food_shortage.png,1000
Disturbios Recientes,recent_unrest,show_in_codex,,TRUE,com.fs.starfarer.api.impl.campaign.econ.RecentUnrest,$Market ha atravesado recientemente una serie de eventos tumultuosos que han tenido un efecto duradero en su estabilidad.,graphics/icons/markets/recent_unrest.png,2000
Interrupción del Comercio,event_trade_disruption,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.TradeDisruption,"Las flotas mercantes que se dirigen hacia o desde $market están sufriendo pérdidas importantes. Lo más probable es que la culpa sea de la piratería o de la guerra.

Los siguientes productos se han visto afectados:
$commoditySummary",graphics/icons/markets/trade_disruption.png,1100
Contrabandismo,event_smuggling,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Smuggling,"$market está registrando un elevado volumen de contrabandismo.

- Estabilidad reducida en $smugglingPenalty",graphics/icons/markets/smuggling.png,1000
Recompensa en el Sistema,event_bounty,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.SystemBounty,,graphics/icons/markets/bounty.png,1000
Núcleo de IA Rebelde,rogue_ai_core,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.RogueAICore,"Hay un núcleo de IA rebelde operando en $market o en sus alrededores. Se desconocen sus planes y ambiciones a largo plazo, más allá de su propia supervivencia.

Como mínimo, la necesidad de estar en guardia ante sus posibles acciones hace que las operaciones cotidianas sean menos eficientes y crea un caldo de cultivo para rumores alarmantes.",graphics/icons/markets/rogue_ai.png,1200
Núcleo IA Administrador (oculto),ai_core_admin,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.AICoreAdmin,Condición oculta para seguimiento cuando el núcleo ya no se puede eliminar. No necesita icono.,graphics/icons/markets/rogue_ai.png,1000
Piratería,pirate_activity,,,TRUE,com.fs.starfarer.api.impl.campaign.intel.bases.PirateActivity,"Hay indicios de que piratas están atacando a las naves y las colonias de este sistema: desde inspectores portuarios a los que se presiona para que hagan la vista gorda, hasta inconsistencias en los manifiestos de carga y un aumento de la actividad delictiva.

Es muy probable que los piratas tengan una base en algún lugar relativamente cercano.",graphics/icons/markets/pirate_activity.png,1300
Actividad Hostil,hostile_activity,,,TRUE,com.fs.starfarer.api.impl.campaign.intel.events.HostileActivity,,graphics/icons/markets/pirate_activity.png,1350
Tregua Pirata,piracy_respite,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.PiracyRespite,"Esta colonia disfruta de una tregua frente a actos de piratería tan habituales en el resto del Sector.",graphics/icons/markets/respite40.png,1375
Régimen Consolidado,established_polity,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.EstablishedPolity,,graphics/icons/markets/established_polity.png,1380
Bajo Bloqueo,blockaded,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.Blockaded,"El sistema en el que se encuentra esta colonia está sometido a un bloqueo, y el tráfico comercial habitual está sufriendo hostigamientos o incluso peor. Los efectos persistirán hasta que la fuerza que impone el bloqueo se retire o sea derrotada de forma contundente.",graphics/icons/markets/blockade.png,1385
Células del Camino de Ludd,pather_cells,,,TRUE,com.fs.starfarer.api.impl.campaign.intel.bases.LuddicPathCells,,graphics/icons/markets/pather_cells.png,1400
,,,,,,,,
,,,,,,,,
Interrupción del Comercio,shipping_disruption,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.ShippingDisruption,,graphics/icons/markets/trade_disruption.png,1000
,,,,,,,,
,,,,,,,,
Repetidor de Comunicaciones (oculto),comm_relay,,,TRUE,com.fs.starfarer.api.impl.campaign.econ.CommRelayCondition,Condición oculta; no necesita icono.,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Habitable,habitable,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.Habitable,Los seres humanos pueden exponerse sin protección a las condiciones de la superficie de $market.,graphics/icons/markets/habitable.png,21
,,,,,,,,
,,,,,,,,
Ruinas Dispersas,ruins_scattered,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"Este planeta apenas fue tocado por el gran proyecto del Dominio antes del colapso. Solo quedan cúpulas dispersas y derruidas, que tal vez esconden reservas perdidas de materiales valiosos.",graphics/icons/markets/ruins_scattered.png,100
Ruinas Comunes,ruins_widespread,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"En $market se pueden encontrar ruinas, señales de fuentes de radiación y el característico pitido distorsionado del radar que producen las estructuras de espuma cerametálica, evidencia de un esfuerzo de colonización modesto pero concertado que se remonta al último periodo de expansión del Dominio.",graphics/icons/markets/ruins_widespread.png,100
Ruinas Extensas,ruins_extensive,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"Por toda la superficie de $market se pueden encontrar ciudades en ruinas, de cuyos corazones destrozados brotan carreteras llenas de baches y líneas de rail magnético desmoronadas, hasta llegar a los esqueletos de fábricas, cúpulas de acuaponía y torres de comunicaciones.",graphics/icons/markets/ruins_extensive.png,100
Ruinas Gigantescas,ruins_vast,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"$Market está cubierto de ruinas descomunales: ciudades, fábricas, minas, granjas, hogares. Los muertos abundan de forma espeluznante, entremezclados con materiales recuperables, bienes, herramientas y armas. Este planeta es una tumba para la arrogancia del proyecto de colonización y hegemonía galáctica del Dominio.",graphics/icons/markets/ruins_vast.png,100
,,,,,,,,
,,,,,,,,
Frío,cold,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"Las bajas temperaturas que se registran en $market requieren equipos especializados para llevar a cabo actividades básicas, complicando el mantenimiento de los sistemas de soporte vital e infraestructuras.",graphics/icons/markets/cold.png,25
Frío Extremo,very_cold,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"El frío extremo exige el uso de equipos y protocolos especializados para llevar a cabo operaciones de forma segura en $market, complicando la logística, los sistemas de soporte vital e infraestructuras.",graphics/icons/markets/cold_extreme.png,25
,,,,,,,,
Calor,hot,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"Las altas temperaturas que se registran en $market requieren equipos especializados para llevar a cabo funciones básicas, complicando el mantenimiento de los sistemas de soporte vital e infraestructuras.",graphics/icons/markets/hot.png,25
Calor Extremo,very_hot,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"El calor extremo exige el uso de equipos y protocolos especializados para operar con seguridad en $market, lo que complica enormemente la logística, el soporte vital y la estabilidad a largo plazo de las infraestructuras.",graphics/icons/markets/hot_extreme.png,25
,,,,,,,,
,,,,,,,,
Actividad Tectónica,tectonic_activity,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,La superficie de $market es inestable y propensa a sufrir fuertes temblores. Toda construcción requiere un refuerzo especial y cualquier excavación conlleva grandes cantidades de riesgo.,graphics/icons/markets/tectonic.png,26
Actividad Tectónica Extrema,extreme_tectonic_activity,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,La corteza de $market se agita caóticamente con terremotos extremos y fenómenos volcánicos cataclísmicos. Cualquier actividad requerirá un cuidado excepcional y el uso de sistemas de alerta con múltiples niveles de redundancia para poder evitar los peligros más graves. Las construcciones en este planeta solo pueden considerarse semipermanentes.,graphics/icons/markets/tectonic_extreme.png,26
,,,,,,,,
,,,,,,,,
Sin Atmósfera,no_atmosphere,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"En $market no existe una atmósfera apreciable. Su superficie está expuesta a la dura erosión del espacio, una lluvia constante de radiación y micrometeoritos.",graphics/icons/markets/atmosphere_none.png,27
Atmósfera Tenue,thin_atmosphere,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,Una atmósfera enrarecida se aferra con tenacidad a la superficie de $market.,graphics/icons/markets/atmosphere_thin.png,27
Atmósfera Tóxica,toxic_atmosphere,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"La atmósfera de $market es excepcionalmente tóxica y corrosiva, desgastando las superficies desprotegidas y obligando a sellar herméticamente cualquier espacio habitado.",graphics/icons/markets/atmosphere_toxic.png,27
Atmósfera Densa,dense_atmosphere,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"La superficie de $market está envuelta en una atmósfera densa, con vórtices turbulentos en la parte superior y una masa espesa y pegajosa en la parte más baja. Los sensores no funcionan correctamente, requiriendo actuar con cautela.",graphics/icons/markets/atmosphere_dense.png,27
,,,,,,,,
,,,,,,,,
Clima Suave,mild_climate,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.MildClimate,El clima de $market es acogedor y apacible; una ligera bruma da la bienvenida a cada amanecer antes de disiparse en suaves nubes que brillan con encanto al atardecer.,graphics/icons/markets/climate_mild.png,28
Fenómenos Meteorológicos Extremos,extreme_weather,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"Violentas tormentas, acompañadas de relámpagos, azotan los cielos de $market. Aunque desde la órbita ofrecen una belleza sublime, estas tormentas provocan condiciones adversas en la superficie, lo que dificulta enormemente el transporte y la vida en el planeta.",graphics/icons/markets/weather_extreme.png,28
,,,,,,,,
Gravedad Baja,low_gravity,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.LowGravity,"La gravedad es excepcionalmente baja, aunque considerablemente superior a la gravedad cero, en la superficie de $market. Los procesos y operación de la maquinaria (relativamente) pesada se ven complicados por los procedimientos no estándar que se requieren para hacer frente a las condiciones alteradas de fricción, peso y dinámica de la presión.",graphics/icons/markets/gravity_low.png,24
Gravedad Alta,high_gravity,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.HighGravity,"La fuerza de gravedad en la superficie de $market es aplastantemente alta. Los seres humanos necesitan exoesqueletos motorizados para desplazarse con normalidad y les resultan agotadoras incluso las acciones más básicas. El asentamiento permanente es, en el mejor de los casos, agotador. Todas las operaciones se llevan a cabo con un riesgo elevado de caídas y —si no se aplica ingeniería especializada con la debida precaución— de colapso estructural.",graphics/icons/markets/gravity_high.png,24
,,,,,,,,
Irradiado,irradiated,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,La superficie de $market está devastada por la radiación. Cualquier ser vivo debe permanecer confinado en un hábitat blindado para poder sobrevivir aquí a largo plazo. Los circuitos no reforzados y la maquinaria y materiales a nanoescala también fallarán rápidamente en estas condiciones tan adversas.,graphics/icons/markets/irradiated.png,29
,,,,,,,,
,,,,,,,,
Biosfera Hostil,inimical_biosphere,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.LCAttractorLow,"La biosfera de $market resulta mortal para los seres humanos desprotegidos. Aunque las condiciones resultan fascinantes para los biólogos, los técnicos de superficie se ven limitados por estrictos protocolos de cuarentena a la hora de realizar sus tareas rutinarias.",graphics/icons/markets/inimical_biosphere.png,30
,,,,,,,,
Superficie Cubierta de Agua,water_surface,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Esto es un planeta oceánico sin una superficie sólida sobre la que pisar, caminar o construir. Las operaciones se ven complicadas por la necesidad de contar con formación y equipamiento especializados.",graphics/icons/markets/water_covered.png,31
,,,,,,,,
Escasa Iluminación,poor_light,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,La luz de la estrella principal de $market solo proporciona una débil iluminación y energía a este mundo.,graphics/icons/markets/poor_light.png,32
Oscuridad,dark,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"La superficie de $market es oscura y llena de tinieblas, ya que prácticamente no recibe luz de su estrella principal.",graphics/icons/markets/darkness.png,32
,,,,,,,,
Impactos de Meteoritos,meteor_impacts,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.BaseHazardCondition,"Este mundo sufre un bombardeo constante de lluvias de meteoritos. Cualquier habitante humano, por temporal que sea su estancia, debe mantener la vista atenta al cielo. Cualquier instalación permanente debería construirse a gran profundidad y estar bien reforzada.",graphics/icons/markets/meteor_impacts.png,33
,,,,,,,,
,,,,,,,,
Contaminación,pollution,,,,com.fs.starfarer.api.impl.campaign.econ.Pollution,"La industria humana ha dejado este planeta plagado de dioxinas, compuestos de azufre, cenizas y la caída constante de polvo radiactivo en descomposición. Restos de plástico se adhieren a fragmentos de espuma metálica; el cielo sintoniza un canal muerto.",graphics/icons/markets/pollution.png,110
,,,,,,,,
,,,,,,,,
Yacimientos de Mineral Dispersos,ore_sparse,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Aquí existen algunos yacimientos minerales dispersos, pero su interés es más académico que industrial, ya que su extracción apenas resulta rentable.",graphics/icons/markets/ore_sparse.png,50
Yacimientos de Mineral Moderados,ore_moderate,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"$Market cuenta con yacimientos minerales de tamaño moderado que, bajo las condiciones económicas adecuadas, podrían explotarse de forma rentable.",graphics/icons/markets/ore_moderate.png,50
Yacimientos de Mineral Abundantes,ore_abundant,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"En $market se pueden encontrar yacimientos minerales abundantes y extendidos cuya extracción resulta rentable.",graphics/icons/markets/ore_abundant.png,50
Yacimientos de Mineral Ricos,ore_rich,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Los ricos yacimientos minerales forman una densa capa en el interior de la corteza de $market, pero se necesita un emprendedor ambicioso para explotarlos y obtener fabulosos beneficios.",graphics/icons/markets/ore_rich.png,50
Yacimientos de Mineral Ultraricos,ore_ultrarich,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"En $market hay una riqueza mineral que supera con creces las fantasías más descabelladas de las legendarias megacorporaciones mineras de la era del Dominio.",graphics/icons/markets/ore_ultrarich.png,50
,,,,,,,,
,,,,,,,,
Yacimientos de Mineral Raro Dispersos,rare_ore_sparse,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Aquí existen algunos yacimientos de minerales transplutónicos dispersos, pero su interés es más académico que industrial, ya que su extracción apenas resulta rentable.",graphics/icons/markets/rareore_sparse.png,60
Yacimientos de Mineral Raro Moderados,rare_ore_moderate,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"$Market cuenta con modestos yacimientos transplutónicos que, con un esfuerzo sostenido por parte de la industria y las inversiones, podrían explotarse de forma rentable.",graphics/icons/markets/rareore_moderate.png,60
Yacimientos de Mineral Raro Abundantes,rare_ore_abundant,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"La corteza de $market alberga abundantes yacimientos transplutónicos, suficientes para alimentar las ambiciones de cualquier señor de la guerra o magnate que se precie.",graphics/icons/markets/rareore_abundant.png,60
Yacimientos de Mineral Raro Ricos,rare_ore_rich,,TRUE,,com.fs.starfarer.api.impl.campaign.econ.ResourceDepositsCondition,"Grandes franjas de transplutónicos se extienden con gloriosa abundancia por la corteza de $market, prometiendo un poder inmenso y formidable a quienes se atrevan a tomarlos por la mano.",graphics/icons/markets/rareore_rich.png,60
